3.145247697830200195e+00,-6.881304383277893066e-01
2.127220630645751953e+00,4.528163433074951172e+00
2.303365230560302734e+00,5.467074871063232422e+00
3.644565582275390625e+00,8.629519492387771606e-02
1.867547988891601562e+00,4.872823238372802734e+00
4.012595176696777344e+00,1.124751687049865723e+00
5.287935733795166016e+00,1.077353715896606445e+00
1.464257955551147461e+00,3.422419071197509766e+00
6.575895309448242188e+00,2.236655712127685547e+00
1.665413141250610352e+00,4.696804046630859375e+00
1.894585251808166504e+00,1.114324450492858887e+00
5.777124762535095215e-01,1.218841299414634705e-01
2.214773654937744141e+00,1.682524204254150391e+00
1.049784541130065918e+00,2.667768478393554688e+00
5.930807113647460938e+00,1.911556243896484375e+00
2.085835933685302734e+00,1.465962171554565430e+00
6.061501979827880859e+00,2.215490102767944336e+00
2.939793825149536133e+00,4.932961463928222656e+00
9.262077808380126953e-01,2.550143957138061523e+00
4.229385554790496826e-01,2.946064472198486328e-01
2.560042858123779297e+00,-1.104443669319152832e+00
4.731005668640136719e+00,1.686576604843139648e+00
1.759549140930175781e+00,3.971963167190551758e+00
5.740269184112548828e+00,1.532945275306701660e+00
3.185516357421875000e+00,1.502359390258789062e+00
7.682054042816162109e-01,1.346773028373718262e+00
1.065181136131286621e+00,1.979258358478546143e-01
1.749072909355163574e+00,1.221212983131408691e+00
5.542727947235107422e+00,8.461805582046508789e-01
4.366681575775146484e+00,9.957720637321472168e-01
2.103490114212036133e+00,-8.683740496635437012e-01
6.385857105255126953e+00,1.964104890823364258e+00
2.648534297943115234e+00,-9.337769746780395508e-01
2.407519102096557617e+00,5.521217823028564453e+00
2.391029834747314453e+00,2.632662296295166016e+00
6.455545425415039062e+00,2.454677820205688477e+00
2.332451343536376953e+00,1.029969453811645508e+00
1.841978073120117188e+00,3.297459363937377930e+00
2.864881992340087891e+00,-7.937819361686706543e-01
5.795602798461914062e+00,1.878268957138061523e+00
5.966846466064453125e+00,1.334484815597534180e+00
1.108249783515930176e+00,2.839648485183715820e+00
4.718347549438476562e+00,8.324242830276489258e-01
9.064406156539916992e-01,-2.845557928085327148e-01
2.309230566024780273e+00,-8.608201742172241211e-01
6.486078500747680664e-01,2.026042461395263672e+00
1.728090047836303711e+00,4.399866104125976562e+00
1.044784069061279297e+00,2.270543098449707031e+00
2.424509048461914062e+00,1.842558979988098145e+00
2.321087121963500977e+00,2.119545459747314453e+00
9.192323684692382812e-01,5.209614038467407227e-01
2.769998550415039062e+00,-7.752204686403274536e-02
3.045825481414794922e+00,4.538773059844970703e+00
6.303763866424560547e+00,2.529148578643798828e+00
2.493554830551147461e+00,4.852388858795166016e+00
5.487806797027587891e+00,9.137825965881347656e-01
9.556371569633483887e-01,1.801499128341674805e+00
2.679244279861450195e+00,4.584829807281494141e+00
8.467595577239990234e-01,1.399633169174194336e+00
2.964053869247436523e+00,4.026891708374023438e+00
2.382959604263305664e+00,5.345431804656982422e+00
2.410063982009887695e+00,1.842569947242736816e+00
1.588952898979187012e+00,3.977176427841186523e+00
3.409722805023193359e+00,-3.042170405387878418e-01
4.772046566009521484e+00,1.435161232948303223e+00
1.196318626403808594e+00,1.637755036354064941e+00
6.080040335655212402e-01,-1.346257776021957397e-01
1.966038346290588379e+00,-7.237578630447387695e-01
1.931185126304626465e+00,3.067878007888793945e+00
6.378931999206542969e+00,1.752169370651245117e+00
9.430201053619384766e-01,2.858042478561401367e+00
5.246173858642578125e+00,8.486124873161315918e-01
2.467453956604003906e+00,-5.706067085266113281e-01
2.938186168670654297e+00,5.054169178009033203e+00
1.988867998123168945e+00,1.729071974754333496e+00
5.550854206085205078e+00,2.477228879928588867e+00
3.247287273406982422e+00,-5.845312476158142090e-01
3.479387760162353516e+00,4.697498083114624023e-01
2.467821598052978516e+00,5.226661205291748047e+00
6.516481637954711914e-01,3.483557375147938728e-03
1.869677066802978516e+00,2.645270347595214844e+00
5.690727233886718750e-01,2.629962265491485596e-01
1.027048110961914062e+00,-3.983435630798339844e-01
5.004079341888427734e+00,1.961332201957702637e+00
2.227584123611450195e+00,3.029614210128784180e+00
2.279795169830322266e+00,4.605425834655761719e+00
5.148123264312744141e+00,1.450394511222839355e+00
2.193527698516845703e+00,1.523763179779052734e+00
3.095427513122558594e+00,-5.888854265213012695e-01
6.103452682495117188e+00,2.423319339752197266e+00
5.891141891479492188e+00,2.648776054382324219e+00
8.146828413009643555e-01,2.329542398452758789e+00
1.154297709465026855e+00,1.307556629180908203e+00
1.627711653709411621e+00,2.885998725891113281e+00
1.600723624229431152e+00,3.706813573837280273e+00
1.976257324218750000e+00,4.041286945343017578e+00
4.640340328216552734e+00,1.374852895736694336e+00
4.213354587554931641e+00,8.267770409584045410e-01
5.033215522766113281e+00,1.229416131973266602e+00
2.947711229324340820e+00,4.575006484985351562e+00
